edad,estcivil,ingrmens,educacion,satlab,genero,familia
63,Casado,1769,Bachillerato incompleto,Neutro,Mujer,2
56,Casado,2891,Bachillerato incompleto,Muy satisfecho,Hombre,2
32,Casado,1785,Bachillerato incompleto,Satisfecho,Hombre,6
30,Soltero,1674,Universitario incompleto,Muy satisfecho,Hombre,1
48,Soltero,2654,Bachillerato completo,Satisfecho,Mujer,1
58,Casado,6351,Bachillerato completo,Muy satisfecho,Hombre,2
41,Soltero,2353,Bachillerato completo,Insatisfecho,Hombre,3
57,Casado,10664,Universitario incompleto,Muy satisfecho,Mujer,4
20,Casado,1658,Universitario incompleto,Muy insatisfecho,Mujer,4
47,Soltero,2180,Universitario completo,Satisfecho,Mujer,1
47,Casado,1721,Bachillerato incompleto,Muy insatisfecho,Hombre,4
35,Soltero,3143,Universitario completo,Muy insatisfecho,Hombre,1
25,Casado,1848,Bachillerato completo,Muy insatisfecho,Mujer,3
30,Casado,1737,Bachillerato completo,Insatisfecho,Mujer,8
48,Soltero,2985,Universitario incompleto,Muy satisfecho,Mujer,1
62,Casado,1769,Universitario incompleto,Muy insatisfecho,Hombre,2
57,Casado,2164,Universitario incompleto,Satisfecho,Mujer,3
56,Soltero,2101,Universitario completo,Muy insatisfecho,Mujer,1
39,Soltero,1848,Universitario incompleto,Neutro,Hombre,1
30,Casado,2053,Universitario incompleto,Neutro,Mujer,4
62,Casado,1548,Universitario completo,Muy satisfecho,Hombre,2
22,Casado,1927,Universitario completo,Muy insatisfecho,Mujer,5
23,Casado,1548,Bachillerato completo,Neutro,Mujer,5
26,Soltero,2290,Post-universitario,Muy insatisfecho,Hombre,1
28,Casado,1816,Universitario incompleto,Muy insatisfecho,Mujer,4
71,Soltero,1563,Bachillerato completo,Muy satisfecho,Mujer,1
34,Casado,1895,Universitario completo,Muy satisfecho,Hombre,3
30,Casado,2132,Universitario completo,Muy insatisfecho,Hombre,5
44,Soltero,4186,Universitario completo,Satisfecho,Hombre,1
67,Casado,1879,Bachillerato incompleto,Satisfecho,Mujer,2
45,Casado,2148,Universitario completo,Satisfecho,Mujer,2
24,Soltero,1642,Universitario incompleto,Satisfecho,Hombre,1
25,Soltero,1706,Universitario incompleto,Insatisfecho,Hombre,1
39,Casado,2180,Bachillerato completo,Insatisfecho,Mujer,2
19,Soltero,1753,Bachillerato completo,Muy insatisfecho,Hombre,1
56,Casado,2274,Universitario completo,Neutro,Mujer,2
37,Soltero,2812,Post-universitario,Muy satisfecho,Hombre,3
37,Soltero,3491,Universitario completo,Insatisfecho,Mujer,1
32,Casado,1848,Bachillerato incompleto,Satisfecho,Hombre,7
37,Casado,2132,Bachillerato completo,Neutro,Hombre,3
43,Casado,1721,Bachillerato incompleto,Neutro,Mujer,3
61,Soltero,2622,Bachillerato completo,Insatisfecho,Mujer,1
21,Casado,1737,Universitario incompleto,Muy insatisfecho,Hombre,3
33,Casado,1658,Universitario completo,Muy insatisfecho,Hombre,2
67,Soltero,3665,Bachillerato incompleto,Satisfecho,Mujer,1
62,Casado,1532,Bachillerato completo,Neutro,Mujer,2
37,Casado,1627,Bachillerato incompleto,Satisfecho,Mujer,2
32,Soltero,2448,Bachillerato completo,Neutro,Mujer,1
48,Soltero,3270,Bachillerato incompleto,Muy satisfecho,Mujer,1
43,Soltero,1879,Universitario incompleto,Insatisfecho,Mujer,1
59,Casado,1927,Bachillerato incompleto,Neutro,Hombre,2
41,Casado,2338,Bachillerato incompleto,Muy insatisfecho,Hombre,5
55,Casado,5150,Universitario incompleto,Muy satisfecho,Mujer,2
30,Soltero,1816,Universitario incompleto,Neutro,Mujer,1
39,Soltero,2037,Bachillerato completo,Satisfecho,Hombre,1
28,Casado,1627,Bachillerato completo,Insatisfecho,Hombre,4
56,Casado,1895,Bachillerato completo,Muy satisfecho,Mujer,2
27,Soltero,2116,Universitario incompleto,Neutro,Mujer,1
60,Casado,2148,Bachillerato completo,Muy satisfecho,Hombre,2
36,Soltero,4613,Post-universitario,Neutro,Hombre,1
22,Soltero,1627,Bachillerato completo,Insatisfecho,Hombre,1
41,Soltero,2211,Bachillerato incompleto,Satisfecho,Mujer,2
28,Soltero,1832,Bachillerato completo,Muy insatisfecho,Mujer,1
43,Soltero,5340,Universitario completo,Neutro,Mujer,1
61,Soltero,4328,Universitario incompleto,Neutro,Hombre,1
51,Casado,3665,Bachillerato completo,Muy satisfecho,Hombre,2
61,Soltero,1706,Bachillerato completo,Muy insatisfecho,Mujer,1
30,Soltero,1832,Post-universitario,Insatisfecho,Mujer,3
60,Casado,4328,Universitario completo,Muy satisfecho,Hombre,2
40,Soltero,3380,Bachillerato incompleto,Satisfecho,Mujer,1
52,Casado,2496,Bachillerato incompleto,Neutro,Mujer,7
29,Casado,2037,Universitario completo,Muy insatisfecho,Hombre,4
39,Casado,2211,Bachillerato completo,Insatisfecho,Mujer,2
41,Soltero,2685,Bachillerato completo,Neutro,Mujer,2
65,Soltero,3507,Bachillerato completo,Muy satisfecho,Mujer,1
39,Soltero,3033,Bachillerato completo,Muy satisfecho,Hombre,1
34,Casado,1706,Bachillerato completo,Neutro,Mujer,4
43,Soltero,1879,Bachillerato incompleto,Neutro,Hombre,1
33,Casado,2812,Universitario completo,Neutro,Mujer,4
40,Soltero,6098,Universitario incompleto,Neutro,Mujer,1
56,Soltero,2685,Universitario incompleto,Muy satisfecho,Mujer,1
46,Casado,1753,Bachillerato completo,Insatisfecho,Mujer,3
22,Casado,1627,Universitario completo,Insatisfecho,Mujer,5
38,Casado,2116,Universitario completo,Insatisfecho,Mujer,5
28,Soltero,1816,Universitario incompleto,Satisfecho,Hombre,1
30,Soltero,1658,Bachillerato completo,Insatisfecho,Mujer,1
42,Soltero,2164,Bachillerato completo,Neutro,Hombre,2
27,Casado,1990,Bachillerato completo,Insatisfecho,Hombre,4
27,Casado,1674,Bachillerato incompleto,Muy insatisfecho,Hombre,4
32,Casado,1721,Universitario incompleto,Neutro,Hombre,4
39,Soltero,2654,Universitario completo,Neutro,Hombre,4
47,Soltero,3523,Universitario incompleto,Satisfecho,Mujer,2
42,Soltero,1848,Universitario completo,Muy satisfecho,Mujer,2
29,Casado,2053,Universitario completo,Satisfecho,Hombre,4
37,Casado,2195,Bachillerato incompleto,Satisfecho,Mujer,2
27,Soltero,1706,Universitario incompleto,Neutro,Hombre,2
28,Casado,1737,Bachillerato completo,Insatisfecho,Mujer,5
43,Casado,4202,Universitario completo,Muy satisfecho,Mujer,3
37,Soltero,1911,Bachillerato completo,Insatisfecho,Mujer,3
48,Casado,2101,Bachillerato completo,Insatisfecho,Hombre,4
40,Soltero,2037,Universitario incompleto,Neutro,Hombre,1
33,Casado,1864,Bachillerato incompleto,Neutro,Hombre,6
18,Soltero,1642,Bachillerato completo,Insatisfecho,Hombre,1
33,Soltero,2606,Bachillerato completo,Satisfecho,Hombre,1
51,Soltero,2464,Post-universitario,Muy satisfecho,Mujer,1
44,Casado,2322,Bachillerato incompleto,Insatisfecho,Hombre,2
60,Casado,2701,Bachillerato completo,Insatisfecho,Mujer,2
35,Casado,1879,Universitario completo,Insatisfecho,Mujer,5
49,Soltero,5229,Bachillerato completo,Satisfecho,Mujer,5
42,Soltero,2606,Universitario incompleto,Satisfecho,Mujer,2
50,Soltero,1879,Universitario incompleto,Satisfecho,Hombre,1
36,Casado,1974,Bachillerato completo,Satisfecho,Mujer,5
36,Casado,3317,Bachillerato completo,Insatisfecho,Hombre,5
32,Soltero,1927,Post-universitario,Satisfecho,Mujer,3
63,Casado,1516,Bachillerato completo,Insatisfecho,Hombre,4
44,Soltero,3175,Bachillerato completo,Neutro,Mujer,1
24,Casado,1800,Bachillerato completo,Muy insatisfecho,Mujer,5
39,Soltero,2448,Universitario incompleto,Neutro,Hombre,1
27,Soltero,1753,Universitario incompleto,Muy insatisfecho,Hombre,1
24,Soltero,2290,Universitario completo,Muy insatisfecho,Mujer,4
55,Casado,3175,Universitario incompleto,Neutro,Mujer,2
39,Soltero,2733,Universitario completo,Satisfecho,Hombre,2
45,Soltero,1690,Bachillerato incompleto,Muy satisfecho,Mujer,1
55,Soltero,1832,Universitario incompleto,Muy satisfecho,Mujer,4
23,Soltero,1627,Universitario completo,Neutro,Hombre,1
39,Casado,1848,Bachillerato incompleto,Satisfecho,Hombre,2
34,Casado,2195,Bachillerato completo,Insatisfecho,Mujer,5
29,Soltero,1674,Bachillerato completo,Insatisfecho,Hombre,1
27,Soltero,2053,Bachillerato completo,Muy insatisfecho,Hombre,1
54,Casado,1848,Universitario completo,Neutro,Hombre,3
26,Casado,1737,Bachillerato incompleto,Insatisfecho,Hombre,5
44,Casado,2385,Bachillerato completo,Neutro,Hombre,4
44,Casado,1785,Post-universitario,Insatisfecho,Mujer,2
38,Casado,1753,Bachillerato incompleto,Satisfecho,Mujer,3
46,Soltero,2685,Bachillerato completo,Muy satisfecho,Hombre,1
46,Casado,1895,Universitario completo,Neutro,Mujer,4
33,Casado,1832,Bachillerato completo,Muy insatisfecho,Hombre,6
60,Casado,2843,Bachillerato incompleto,Neutro,Hombre,2
45,Soltero,2701,Universitario incompleto,Satisfecho,Mujer,1
47,Soltero,2085,Bachillerato incompleto,Satisfecho,Mujer,1
55,Casado,3175,Universitario completo,Satisfecho,Mujer,2
35,Casado,3365,Post-universitario,Satisfecho,Mujer,2
51,Casado,2464,Universitario incompleto,Satisfecho,Mujer,2
56,Casado,1674,Bachillerato completo,Insatisfecho,Mujer,2
36,Casado,2053,Bachillerato completo,Muy satisfecho,Hombre,3
33,Soltero,1627,Bachillerato incompleto,Muy insatisfecho,Hombre,1
32,Casado,2527,Universitario completo,Muy insatisfecho,Hombre,2
52,Soltero,1990,Bachillerato completo,Satisfecho,Mujer,1
35,Soltero,1816,Bachillerato completo,Insatisfecho,Hombre,4
25,Casado,1658,Universitario incompleto,Neutro,Mujer,3
48,Soltero,2369,Bachillerato incompleto,Satisfecho,Hombre,1
42,Casado,2211,Bachillerato incompleto,Insatisfecho,Hombre,3
51,Casado,3112,Bachillerato completo,Satisfecho,Mujer,5
48,Soltero,2132,Bachillerato completo,Muy satisfecho,Hombre,1
41,Soltero,2132,Bachillerato completo,Neutro,Mujer,1
24,Casado,1737,Universitario incompleto,Insatisfecho,Mujer,5
34,Soltero,1785,Universitario completo,Satisfecho,Mujer,1
69,Soltero,6382,Bachillerato completo,Satisfecho,Hombre,1
42,Soltero,2701,Universitario completo,Muy satisfecho,Mujer,1
44,Soltero,1848,Universitario incompleto,Satisfecho,Hombre,3
50,Casado,2480,Post-universitario,Muy satisfecho,Hombre,2
34,Soltero,1832,Bachillerato completo,Satisfecho,Hombre,1
36,Soltero,2259,Universitario completo,Insatisfecho,Hombre,1
29,Casado,1642,Bachillerato completo,Insatisfecho,Mujer,3
46,Soltero,1848,Bachillerato completo,Insatisfecho,Mujer,1
54,Soltero,4565,Bachillerato completo,Satisfecho,Hombre,2
38,Casado,2511,Universitario completo,Neutro,Mujer,2
48,Casado,5292,Universitario incompleto,Muy satisfecho,Mujer,3
53,Casado,1737,Bachillerato incompleto,Muy satisfecho,Hombre,2
30,Soltero,1690,Post-universitario,Neutro,Hombre,2
56,Casado,2432,Universitario incompleto,Muy insatisfecho,Hombre,2
41,Casado,1706,Bachillerato incompleto,Muy insatisfecho,Hombre,3
40,Soltero,1753,Universitario incompleto,Muy satisfecho,Mujer,1
65,Soltero,1753,Bachillerato incompleto,Neutro,Hombre,1
30,Casado,1911,Bachillerato completo,Neutro,Mujer,2
50,Soltero,3238,Universitario completo,Muy satisfecho,Mujer,1
59,Casado,1721,Universitario incompleto,Satisfecho,Hombre,2
23,Soltero,1690,Bachillerato completo,Neutro,Hombre,1
41,Soltero,3317,Universitario incompleto,Neutro,Mujer,1
26,Soltero,1816,Bachillerato incompleto,Satisfecho,Mujer,1
29,Soltero,1769,Bachillerato incompleto,Muy insatisfecho,Hombre,1
29,Soltero,2132,Post-universitario,Insatisfecho,Hombre,1
46,Soltero,3997,Bachillerato completo,Satisfecho,Hombre,1
37,Casado,2006,Bachillerato incompleto,Muy insatisfecho,Hombre,2
42,Casado,2527,Universitario completo,Neutro,Hombre,2
50,Soltero,2290,Universitario incompleto,Insatisfecho,Mujer,1
29,Soltero,2859,Universitario completo,Neutro,Hombre,1
29,Soltero,1785,Universitario incompleto,Insatisfecho,Mujer,1
40,Soltero,2796,Universitario completo,Muy satisfecho,Mujer,1
38,Casado,2432,Universitario completo,Muy insatisfecho,Hombre,5
73,Casado,1516,Bachillerato completo,Satisfecho,Hombre,2
43,Soltero,1911,Bachillerato completo,Insatisfecho,Mujer,1
38,Casado,2448,Bachillerato completo,Neutro,Mujer,5
25,Casado,2164,Universitario completo,Satisfecho,Mujer,4
31,Casado,1816,Bachillerato completo,Muy insatisfecho,Mujer,3
45,Casado,2590,Bachillerato completo,Satisfecho,Mujer,4
20,Soltero,1927,Universitario incompleto,Muy insatisfecho,Mujer,2
50,Soltero,4313,Universitario incompleto,Muy satisfecho,Mujer,1
36,Soltero,3633,Universitario completo,Satisfecho,Hombre,1
59,Casado,3728,Bachillerato completo,Insatisfecho,Mujer,2
41,Soltero,1769,Universitario completo,Neutro,Hombre,1
22,Soltero,1690,Universitario incompleto,Insatisfecho,Hombre,1
67,Soltero,1927,Bachillerato completo,Muy satisfecho,Mujer,1
47,Casado,3175,Bachillerato completo,Satisfecho,Hombre,2
32,Casado,1974,Universitario completo,Muy satisfecho,Mujer,7
28,Casado,2053,Universitario incompleto,Satisfecho,Hombre,5
38,Casado,1595,Universitario incompleto,Muy insatisfecho,Mujer,4
47,Casado,3333,Universitario completo,Muy insatisfecho,Hombre,3
52,Casado,2353,Bachillerato incompleto,Insatisfecho,Hombre,4
35,Casado,1848,Bachillerato completo,Muy insatisfecho,Mujer,2
52,Soltero,6335,Universitario incompleto,Insatisfecho,Mujer,1
37,Casado,2274,Universitario incompleto,Muy insatisfecho,Mujer,6
53,Soltero,2037,Post-universitario,Satisfecho,Hombre,1
40,Casado,2164,Bachillerato completo,Muy satisfecho,Hombre,4
26,Soltero,1848,Universitario incompleto,Muy insatisfecho,Hombre,1
49,Casado,2180,Universitario completo,Muy satisfecho,Hombre,5
50,Soltero,2037,Universitario completo,Muy satisfecho,Mujer,1
29,Soltero,1642,Bachillerato completo,Satisfecho,Hombre,1
71,Casado,2053,Universitario incompleto,Muy satisfecho,Hombre,2
65,Soltero,1532,Bachillerato completo,Muy satisfecho,Hombre,1
55,Soltero,2527,Bachillerato incompleto,Neutro,Mujer,1
55,Soltero,2259,Bachillerato incompleto,Muy satisfecho,Hombre,1
32,Casado,1958,Universitario completo,Muy insatisfecho,Hombre,3
19,Casado,1595,Bachillerato completo,Neutro,Mujer,5
30,Soltero,1816,Universitario completo,Muy insatisfecho,Hombre,1
50,Soltero,2511,Bachillerato completo,Neutro,Mujer,3
49,Soltero,2195,Bachillerato completo,Muy satisfecho,Hombre,1
58,Casado,12276,Universitario incompleto,Satisfecho,Hombre,2
48,Soltero,1816,Bachillerato completo,Satisfecho,Mujer,1
22,Soltero,2132,Universitario completo,Muy insatisfecho,Mujer,1
42,Casado,3444,Universitario completo,Muy satisfecho,Hombre,3
25,Casado,1611,Bachillerato completo,Neutro,Hombre,5
24,Casado,1642,Bachillerato completo,Insatisfecho,Mujer,4
64,Soltero,1516,Bachillerato completo,Neutro,Mujer,1
24,Soltero,1737,Universitario completo,Muy insatisfecho,Mujer,1
65,Soltero,1563,Universitario incompleto,Insatisfecho,Hombre,1
24,Soltero,1911,Bachillerato completo,Insatisfecho,Mujer,3
35,Soltero,1848,Universitario incompleto,Neutro,Mujer,3
53,Soltero,4644,Universitario completo,Satisfecho,Mujer,1
34,Soltero,1832,Bachillerato incompleto,Muy insatisfecho,Mujer,1
26,Casado,1721,Bachillerato incompleto,Muy satisfecho,Mujer,2
56,Soltero,3997,Bachillerato incompleto,Muy satisfecho,Hombre,1
37,Casado,1958,Post-universitario,Insatisfecho,Hombre,4
31,Casado,2274,Bachillerato completo,Neutro,Mujer,2
41,Soltero,1611,Universitario completo,Insatisfecho,Mujer,1
30,Soltero,2037,Universitario completo,Neutro,Mujer,1
59,Soltero,1753,Bachillerato completo,Neutro,Mujer,1
32,Casado,2464,Universitario incompleto,Muy satisfecho,Mujer,4
40,Soltero,2180,Bachillerato completo,Satisfecho,Hombre,1
62,Casado,1532,Bachillerato incompleto,Satisfecho,Hombre,3
54,Soltero,2480,Bachillerato incompleto,Insatisfecho,Hombre,1
53,Soltero,1943,Universitario completo,Insatisfecho,Hombre,1
29,Casado,1958,Universitario completo,Neutro,Hombre,2
20,Soltero,1690,Universitario incompleto,Muy insatisfecho,Mujer,2
61,Soltero,1563,Bachillerato completo,Neutro,Hombre,1
58,Casado,2037,Bachillerato completo,Satisfecho,Hombre,2
54,Soltero,1816,Bachillerato incompleto,Neutro,Mujer,1
34,Soltero,1769,Universitario completo,Muy insatisfecho,Mujer,3
54,Casado,2132,Bachillerato incompleto,Neutro,Hombre,2
43,Casado,1706,Bachillerato completo,Muy insatisfecho,Mujer,2
51,Casado,2985,Bachillerato completo,Muy satisfecho,Hombre,2
42,Soltero,2432,Bachillerato incompleto,Muy satisfecho,Hombre,1
35,Casado,1658,Bachillerato completo,Muy insatisfecho,Mujer,5
45,Casado,2180,Bachillerato completo,Neutro,Mujer,5
37,Soltero,2006,Bachillerato completo,Satisfecho,Hombre,2
35,Soltero,1864,Bachillerato completo,Insatisfecho,Mujer,1
27,Soltero,1642,Bachillerato completo,Satisfecho,Mujer,2
70,Casado,3286,Universitario completo,Muy satisfecho,Hombre,2
40,Soltero,2748,Bachillerato completo,Satisfecho,Mujer,2
69,Soltero,1548,Bachillerato completo,Neutro,Mujer,1
55,Casado,4945,Universitario incompleto,Muy satisfecho,Hombre,2
31,Casado,1895,Bachillerato completo,Neutro,Mujer,6
67,Soltero,1753,Bachillerato incompleto,Neutro,Mujer,1
57,Soltero,2432,Universitario incompleto,Insatisfecho,Hombre,1
19,Soltero,1658,Bachillerato completo,Insatisfecho,Mujer,1
59,Soltero,2938,Bachillerato completo,Insatisfecho,Mujer,1
18,Soltero,1769,Bachillerato completo,Muy insatisfecho,Hombre,1
67,Soltero,8231,Bachillerato incompleto,Muy satisfecho,Hombre,1
54,Casado,3696,Bachillerato incompleto,Satisfecho,Hombre,2
26,Casado,2022,Universitario completo,Muy insatisfecho,Mujer,2
65,Soltero,1595,Bachillerato completo,Insatisfecho,Hombre,1
35,Casado,1832,Universitario completo,Muy insatisfecho,Mujer,3
48,Casado,1911,Universitario completo,Satisfecho,Mujer,2
24,Casado,1658,Bachillerato incompleto,Muy insatisfecho,Mujer,5
57,Soltero,1690,Universitario incompleto,Satisfecho,Mujer,1
44,Soltero,2227,Bachillerato incompleto,Satisfecho,Mujer,1
52,Soltero,2290,Bachillerato completo,Muy satisfecho,Mujer,1
49,Soltero,1674,Universitario incompleto,Muy satisfecho,Mujer,2
45,Casado,1927,Bachillerato incompleto,Muy insatisfecho,Mujer,4
30,Casado,2353,Universitario incompleto,Muy insatisfecho,Hombre,2
65,Soltero,4218,Bachillerato completo,Satisfecho,Hombre,1
64,Soltero,1864,Bachillerato completo,Insatisfecho,Mujer,1
45,Soltero,1674,Bachillerato incompleto,Insatisfecho,Mujer,1
44,Soltero,1816,Bachillerato incompleto,Neutro,Mujer,1
22,Casado,1785,Bachillerato completo,Neutro,Hombre,5
55,Soltero,2590,Universitario incompleto,Insatisfecho,Mujer,1
33,Soltero,1785,Universitario incompleto,Satisfecho,Mujer,1
25,Casado,1832,Bachillerato completo,Muy satisfecho,Mujer,4
25,Casado,1864,Bachillerato completo,Muy insatisfecho,Mujer,4
39,Soltero,1816,Universitario incompleto,Insatisfecho,Hombre,1
37,Casado,1911,Bachillerato completo,Muy insatisfecho,Mujer,2
65,Soltero,3538,Bachillerato completo,Insatisfecho,Mujer,2
40,Soltero,2290,Bachillerato completo,Muy satisfecho,Hombre,1
36,Casado,2116,Post-universitario,Neutro,Mujer,2
52,Soltero,5450,Universitario incompleto,Satisfecho,Mujer,1
55,Casado,2259,Universitario incompleto,Muy insatisfecho,Hombre,2
37,Soltero,2638,Bachillerato completo,Neutro,Mujer,1
43,Casado,2353,Post-universitario,Insatisfecho,Hombre,2
39,Soltero,4028,Universitario completo,Satisfecho,Mujer,1
26,Soltero,1990,Universitario completo,Muy insatisfecho,Mujer,1
27,Casado,1690,Bachillerato completo,Neutro,Mujer,5
31,Soltero,1895,Universitario incompleto,Muy satisfecho,Hombre,2
41,Casado,1816,Bachillerato incompleto,Muy insatisfecho,Mujer,4
35,Casado,1911,Bachillerato completo,Satisfecho,Hombre,7
51,Casado,2274,Bachillerato completo,Muy satisfecho,Mujer,4
69,Casado,8594,Universitario completo,Muy satisfecho,Hombre,2
28,Casado,2006,Universitario completo,Muy insatisfecho,Mujer,5
39,Casado,1785,Bachillerato incompleto,Neutro,Hombre,4
26,Soltero,1690,Bachillerato completo,Insatisfecho,Hombre,2
39,Casado,1816,Bachillerato incompleto,Muy insatisfecho,Mujer,2
51,Soltero,2274,Bachillerato completo,Muy insatisfecho,Mujer,1
35,Soltero,2496,Universitario completo,Neutro,Hombre,1
44,Soltero,1927,Bachillerato completo,Muy satisfecho,Hombre,1
37,Soltero,2243,Bachillerato completo,Muy satisfecho,Mujer,1
33,Casado,1895,Bachillerato incompleto,Satisfecho,Mujer,4
54,Casado,2669,Bachillerato incompleto,Insatisfecho,Mujer,2
48,Soltero,2195,Bachillerato incompleto,Neutro,Mujer,1
49,Casado,2227,Bachillerato completo,Insatisfecho,Hombre,4
27,Casado,2227,Universitario incompleto,Neutro,Hombre,7
23,Soltero,2164,Universitario completo,Satisfecho,Hombre,1
28,Casado,2037,Universitario incompleto,Muy insatisfecho,Hombre,6
33,Soltero,2037,Bachillerato completo,Neutro,Hombre,1
26,Soltero,1800,Bachillerato completo,Satisfecho,Hombre,1
45,Casado,2906,Bachillerato completo,Muy satisfecho,Mujer,4
42,Soltero,2464,Universitario incompleto,Muy insatisfecho,Mujer,1
43,Soltero,2369,Bachillerato incompleto,Neutro,Hombre,2
51,Soltero,8942,Post-universitario,Muy satisfecho,Hombre,1
